BIN Number,Complaint Number,Complaint  Category,Complaint  Category Description,Priority Code,Borough Digit,Borough Name,P_HOUSE_NUMBER,P_STREET_NAME,P_ZIP,P_NUMBER_OF_STORIES,DOF Building Classification,P_FIN_BLDG_CLASS,P_FIN_STORIES,COMPLAINT_DATE,D_MONTH,D_YEAR,INSPECTION_DATE,Inspector ID,Disposition Code,Complaint Disposition Description,cnxarraycolumn,Inspector Comments,C_NOTIFICATION_TEXT,ECB Violation Number
4297884,4708190,1L,GAS UTILITY REFERRAL,D,4,Queens,14-14,WHEATLEY STREET,11691,2,2 FAMILY DWELLINGS:FRAME,B2,2,9/28/2017,9,2017,9/28/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,"VIOLATIONS ISSUED FOR PLUMBING WORK WITHOUT PERMIT- NEW GAS VALVE AND PIPING FOR  BBQ GRILL ON 2ND FLOOR, ILLEGAL GAS LINE FOR STOVE IN CELLAR, BUSHING ON GAS LI NE, GAS FLEX PASSING WALL. UTILITY LOCKED GAS SERVICE AND BOTH GAS METER VALVES",,35251907M
4297884,4708190,1L,GAS UTILITY REFERRAL,D,4,Queens,14-14,WHEATLEY STREET,11691,2,2 FAMILY DWELLINGS:FRAME,B2,2,9/28/2017,9,2017,9/28/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,"VIOLATIONS ISSUED FOR PLUMBING WORK WITHOUT PERMIT- NEW GAS VALVE AND PIPING FOR  BBQ GRILL ON 2ND FLOOR, ILLEGAL GAS LINE FOR STOVE IN CELLAR, BUSHING ON GAS LI NE, GAS FLEX PASSING WALL. UTILITY LOCKED GAS SERVICE AND BOTH GAS METER VALVES",,35251908Y
4299114,4662025,1L,GAS UTILITY REFERRAL,D,4,Queens,249,BEACH 12 STREET,11691,2,2 FAMILY DWELLINGS:FRAME,B2,2,8/5/2016,8,2016,8/15/2016 0:00,2699,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,KNOCKED ON DOOR AND RANG BELL NO ACCESS.,,
4299114,4662025,1L,GAS UTILITY REFERRAL,D,4,Queens,249,BEACH 12 STREET,11691,2,2 FAMILY DWELLINGS:FRAME,B2,2,8/5/2016,8,2016,8/17/2016 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELL KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,
4299559,4661442,1L,GAS UTILITY REFERRAL,D,4,Queens,13-41,CHANDLER STREET,11691,25,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,25,8/1/2016,8,2016,8/15/2016 0:00,2699,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY FEMALE.,,35181824X
4299559,4661442,1L,GAS UTILITY REFERRAL,D,4,Queens,13-41,CHANDLER STREET,11691,25,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,25,8/1/2016,8,2016,8/17/2016 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELLS KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,35181824X
4299559,4661442,1L,GAS UTILITY REFERRAL,D,4,Queens,13-41,CHANDLER STREET,11691,25,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,25,8/1/2016,8,2016,8/18/2016 0:00,2679,A8,ECB VIOLATION SERVED,2,VIOLATION SERVED FOR GAS BEING SUPPLIED TO BUILDING WITHOUT INSPECTION AND       CERTIFICATION BY DOB,,35181824X
4300157,4666106,1L,GAS UTILITY REFERRAL,D,4,Queens,21-22,CORNAGA AVENUE,11691,3,RESIDENCE-MULTI USE:PRIMARY 2 FAMILY W STORE/OFFICE,S2,3,9/8/2016,9,2016,9/12/2016 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELLS NO ANSWER. NOTICE LEFT, 1ST ATTEMPT.",,
4300157,4666106,1L,GAS UTILITY REFERRAL,D,4,Queens,21-22,CORNAGA AVENUE,11691,3,RESIDENCE-MULTI USE:PRIMARY 2 FAMILY W STORE/OFFICE,S2,3,9/8/2016,9,2016,9/15/2016 0:00,2679,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ACCESS. GATE FOR COMMERCIAL SPACE CLOSED, RESIDENTIAL- RANG BELLS - NO        ANSWER. 2ND ATTEMPT.",,
4300336,4709769,1L,GAS UTILITY REFERRAL,D,4,Queens,11-Nov,GIPSON STREET,11691,25,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,25,10/11/2017,10,2017,10/26/2017 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,GAS FLEX HOSE REMOVED FROM WATER HEATER IN BASEMENT AND ALL WORK PERFORMED AFTER GAS SHUT OFF VALVE,,
4300616,4666125,1L,GAS UTILITY REFERRAL,D,4,Queens,Oct-35,DICKENS STREET,11691,25,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,25,9/8/2016,9,2016,9/12/2016 0:00,2720,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO WORK DONE AT TIME OF INSPECTION. OWNER IS IN PROCESS OF HIRING A LMP TO       OBTAIN PERMIT AND PERFORM THE WORK NEEDED.,,
4300651,4709609,1L,GAS UTILITY REFERRAL,D,4,Queens,6-Oct,BAY   25 STREET,11691,0,1 FAMILY DWELLINGS:1 STORY,A2,0,10/10/2017,10,2017,10/26/2017 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,DOUBLE GAS FLEX REMOVED AND REPLACED WITH SINGLE GAS FLEX HOSE AND ALL WORK DONE  AFTER THE GAS SHUT OFF VALVE FOR DRYER IN BASEMENT,,
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/18/2016 0:00,2720,C3,ACCESS DENIED - 1ST ATTEMPT,0,"ACCESS DENIED BY MALE. NOTICE LEFT, 1ST ATTEMPT.",,35182431J
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/18/2016 0:00,2720,C3,ACCESS DENIED - 1ST ATTEMPT,0,"ACCESS DENIED BY MALE. NOTICE LEFT, 1ST ATTEMPT.",,35182432L
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/22/2016 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,OUTSIDE GATE LOCKED NO ACCESS TO FRONT DOOR. FINAL ATTEMPT.,,35182431J
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/22/2016 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,OUTSIDE GATE LOCKED NO ACCESS TO FRONT DOOR. FINAL ATTEMPT.,,35182432L
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/29/2016 0:00,2679,A8,ECB VIOLATION SERVED,2,VIOLATIONS SERVED  FOR WORK WITHOUT PERMIT ON GAS LINE-FOR STOVE IN BASEMENT.,,35182431J
4301703,4673193,1L,GAS UTILITY REFERRAL,D,4,Queens,Jan-62,BEACH   27 STREET,11691,2,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,2,11/10/2016,11,2016,11/29/2016 0:00,2679,A8,ECB VIOLATION SERVED,2,VIOLATIONS SERVED  FOR WORK WITHOUT PERMIT ON GAS LINE-FOR STOVE IN BASEMENT.,,35182432L
4301853,4701763,1L,GAS UTILITY REFERRAL,D,4,Queens,Mar-34,BEACH   47 STREET,11691,1,1 FAMILY DWELLINGS:SUMMER COTTAGES,A6,1,8/7/2017,8,2017,8/19/2017 0:00,2695,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG DOOR BELL, KNOCKED ON DOOR, NO ANSWER. LEFT NOTICE TO CALL FOR INSPECTION",,35251623K
4301853,4701763,1L,GAS UTILITY REFERRAL,D,4,Queens,Mar-34,BEACH   47 STREET,11691,1,1 FAMILY DWELLINGS:SUMMER COTTAGES,A6,1,8/7/2017,9,2017,9/11/2017 0:00,2679,A8,ECB VIOLATION SERVED,1,"VIOLATIONS ISSUED FOR UNION AND FUTURE TEE ON GAS LINE, PEX TUBING USED FOR DOME STIC WATER LINES. GAS METER VALVE WAS LOCKED BY UTILITY BEFORE INSPECTION",,35251623K
4301906,4665245,1L,GAS UTILITY REFERRAL,D,4,Queens,218,BEACH 40 STREET,11691,2,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,2,8/31/2016,9,2016,9/6/2016 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ACCESS. RANG BELL, KNOCKED ON DOOR- NO ANSWER. 1ST ATTEMPT",,
4301906,4665245,1L,GAS UTILITY REFERRAL,D,4,Queens,218,BEACH 40 STREET,11691,2,2 FAMILY DWELLINGS:CONVERTED(FROM 1 FAMILY),B3,2,8/31/2016,9,2016,9/12/2016 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,RANG BELLS NO ANSWER. FINAL ATTEMPT.,,
4301988,4709756,1L,GAS UTILITY REFERRAL,D,4,Queens,342,BEACH 66 STREET,11692,25,2 FAMILY DWELLINGS:FRAME,B2,25,10/11/2017,10,2017,10/26/2017 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"ALL GAS PIPING WORK PERFORMED BEHIND METER ON SERVICE SIDE, AND ALL OTHER GAS WO RKING COVERED UNDER LAA PERMIT #420446342.",,
4302438,4713619,1L,GAS UTILITY REFERRAL,D,4,Queens,620,BEACH 66 STREET,11692,2,1 FAMILY DWELLINGS:MISC,A9,2,11/14/2017,11,2017,11/18/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE FIRST FLOOR AREA FLEXIBLE CONNECTOR FOR STOVE COMING THROUGH   WALL, WHICH IS PROHIBITED...",,35268117Z
4302532,4714110,1L,GAS UTILITY REFERRAL,D,4,Queens,5-Jun,BEACH   68 STREET,11692,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,11/18/2017,1,2018,1/8/2018 0:00,2744,A8,ECB VIOLATION SERVED,1,"I OBSERVED ON SECOND FLOOR NEWLY-INSTALLED GAS PIPING FOR THE RANGE WITH NEW GAS  VALVE, AND NEW GAS VALVE FOR RANGE ON THE FIRST FLOOR...",,35268455L
4302532,4714110,1L,GAS UTILITY REFERRAL,D,4,Queens,5-Jun,BEACH   68 STREET,11692,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,11/18/2017,1,2018,1/8/2018 0:00,2744,A8,ECB VIOLATION SERVED,1,"I OBSERVED ON SECOND FLOOR NEWLY-INSTALLED GAS PIPING FOR THE RANGE WITH NEW GAS  VALVE, AND NEW GAS VALVE FOR RANGE ON THE FIRST FLOOR...",,35268456N
4302532,4714110,1L,GAS UTILITY REFERRAL,D,4,Queens,5-Jun,BEACH   68 STREET,11692,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,11/18/2017,12,2017,12/29/2017 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR,, FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO CALL FOR         INSPECTION 1ST ATTEMPT..",,35268455L
4302532,4714110,1L,GAS UTILITY REFERRAL,D,4,Queens,5-Jun,BEACH   68 STREET,11692,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,11/18/2017,12,2017,12/29/2017 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR,, FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO CALL FOR         INSPECTION 1ST ATTEMPT..",,35268456N
4302629,4713555,1L,GAS UTILITY REFERRAL,D,4,Queens,5-47A,BEACH   65 STREET,11692,0,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,0,11/13/2017,11,2017,11/18/2017 0:00,2744,C3,ACCESS DENIED - 1ST ATTEMPT,0,"DENIED ACCESS BY MALE, POSTED NOTICE TO CALL FOR INSPECTION, 1ST ATTEMPT",,
4302629,4713555,1L,GAS UTILITY REFERRAL,D,4,Queens,5-47A,BEACH   65 STREET,11692,0,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,0,11/13/2017,11,2017,11/24/2017 0:00,2744,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,,, FINAL ATTEMPT..",,
4302629,4713555,1L,GAS UTILITY REFERRAL,D,4,Queens,5-47A,BEACH   65 STREET,11692,0,1 FAMILY DWELLINGS:ATTACHED/SEMI-DETACHED,A5,0,11/13/2017,12,2017,12/13/2017 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,NO ILLEGAL GAS PIPING OBSERVED AT TIME OF INSPECTION,,
4302908,4668972,1L,GAS UTILITY REFERRAL,D,4,Queens,69-09,BAYFIELD AVENUE,11692,2,1 FAMILY DWELLINGS:SUMMER COTTAGES,A6,2,10/3/2016,10,2016,10/18/2016 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATIONS SERVED FOR WORK WITHOUT PERMIT ON GAS LINE,,35203738Y
4302908,4668972,1L,GAS UTILITY REFERRAL,D,4,Queens,69-09,BAYFIELD AVENUE,11692,2,1 FAMILY DWELLINGS:SUMMER COTTAGES,A6,2,10/3/2016,10,2016,10/18/2016 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATIONS SERVED FOR WORK WITHOUT PERMIT ON GAS LINE,,35203739X
4303281,4672110,1L,GAS UTILITY REFERRAL,D,4,Queens,Mar-48,BEACH 75 STREET,11692,15,1 FAMILY DWELLINGS:1 STORY,A2,15,10/31/2016,11,2016,11/7/2016 0:00,2554,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCKED ON DOOR FOR SEVERAL MINUTES, NO ANSWER, POSTED NOTICE, 1ST ATTEMPT",,
4303281,4672110,1L,GAS UTILITY REFERRAL,D,4,Queens,Mar-48,BEACH 75 STREET,11692,15,1 FAMILY DWELLINGS:1 STORY,A2,15,10/31/2016,11,2016,11/21/2016 0:00,2744,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,KNOCKED ON DOOR RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER...,,
4304142,4662031,1L,GAS UTILITY REFERRAL,D,4,Queens,430,BEACH 121 STREET,11694,2,2 FAMILY DWELLINGS:BRICK,B1,2,8/5/2016,8,2016,8/15/2016 0:00,2699,A8,ECB VIOLATION SERVED,0,WORK WITH OUT PERMIT ON GAS LINES.,,35181845P
4304631,4672681,1L,GAS UTILITY REFERRAL,D,4,Queens,123-02,ROCKAWAY BEACH BOULEVARD,11694,2,2 FAMILY DWELLINGS:FRAME,B2,2,11/4/2016,11,2016,11/22/2016 0:00,2720,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,WORK PERFORMED UNDER LAA # 440-360-379.,,
4304979,4663369,1L,GAS UTILITY REFERRAL,D,4,Queens,122-20,OCEAN PROMENADE,11694,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,8/17/2016,8,2016,8/19/2016 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ACCESS TO APARTMENT 6H. RANG BELL, KNOCKED ON DOOR- NO ANSWER. 1ST ATTEMPT",,
4304979,4663369,1L,GAS UTILITY REFERRAL,D,4,Queens,122-20,OCEAN PROMENADE,11694,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,8/17/2016,8,2016,8/23/2016 0:00,2722,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,NO ANSWER TO BELL FINAL ATTEMPT,,
4304979,4663369,1L,GAS UTILITY REFERRAL,D,4,Queens,122-20,OCEAN PROMENADE,11694,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,8/17/2016,8,2016,8/29/2016 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,PLUMBING JOB COVERED BY LLA# 440339849,,
4305167,4664557,1L,GAS UTILITY REFERRAL,D,4,Queens,143,BEACH 127 STREET,11694,3,WALK-UP APTS:3 FAMILIES,C0,3,8/25/2016,8,2016,8/29/2016 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ACCESS. KNOCKED ON DOOR, RANG BELLS-NO ANSWER. 1ST ATTEMPT",,
4305167,4664557,1L,GAS UTILITY REFERRAL,D,4,Queens,143,BEACH 127 STREET,11694,3,WALK-UP APTS:3 FAMILIES,C0,3,8/25/2016,8,2016,8/31/2016 0:00,2744,C4,ACCESS DENIED - 2ND ATTEMPT,1,DENIED ACCESS BY MALE..,,
4305167,4664557,1L,GAS UTILITY REFERRAL,D,4,Queens,143,BEACH 127 STREET,11694,3,WALK-UP APTS:3 FAMILIES,C0,3,8/25/2016,9,2016,9/6/2016 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,NO VIOLATING CONDITION AT TIME OF INSPECTION,,
4305172,4662857,1L,GAS UTILITY REFERRAL,D,4,Queens,129,BEACH 127 STREET,11694,2,2 FAMILY DWELLINGS:FRAME,B2,2,8/12/2016,8,2016,8/17/2016 0:00,2720,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY FEMALE. NOTICE LEFT WITH THE FEMALE.,,
4305172,4662857,1L,GAS UTILITY REFERRAL,D,4,Queens,129,BEACH 127 STREET,11694,2,2 FAMILY DWELLINGS:FRAME,B2,2,8/12/2016,8,2016,8/19/2016 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,NO VIOLATING CONDITION OBSERVED AT TIME OF INSPECTION,,
4306850,4709258,1L,GAS UTILITY REFERRAL,D,4,Queens,7-Mar,BEACH  149 STREET,11694,0,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,0,10/6/2017,10,2017,10/26/2017 0:00,2695,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG DOOR BELL, KNOCKED ON DOOR, NO ANSWER, LEFT NOTICE TO CALL FOR INSPECTION.  1ST ATTEMPT",,
4306850,4709258,1L,GAS UTILITY REFERRAL,D,4,Queens,7-Mar,BEACH  149 STREET,11694,0,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,0,10/6/2017,11,2017,11/1/2017 0:00,2744,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION.. FINAL ATTEMPT..",,
4306850,4709258,1L,GAS UTILITY REFERRAL,D,4,Queens,7-Mar,BEACH  149 STREET,11694,0,1 FAMILY DWELLINGS:2 STORIES DETACHED,A1,0,10/6/2017,11,2017,11/3/2017 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,NO ILLEGAL GAS FLEX OBSERVED AT TIME OF INSPECTION,,
4307248,4713615,1L,GAS UTILITY REFERRAL,D,4,Queens,31-16,  47 STREET,11103,3,WALK-UP APTS:3 FAMILIES,C0,3,11/14/2017,11,2017,11/15/2017 0:00,2910,H1,PLEASE SEE COMPLAINT NUMBER,0,PLEASE SEE COMPLAINT NUMBER 4713250 VIOLATIONS WERE ISSUED. TODAY UTILITY WAS    CALLED TO SHUT OFF GAS,,
4307274,4704339,1L,GAS UTILITY REFERRAL,D,4,Queens,19-62,  77 STREET,11370,0,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,0,8/29/2017,9,2017,9/18/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS VALVES FOR WATER HEATER AND GAS STOVE IN APT# 1A, NO  TESTING AND NO DOB CERTIFICATIONS. NO ACCESS TO OTHER APARTMENTS",,35251812J
4307274,4704339,1L,GAS UTILITY REFERRAL,D,4,Queens,19-62,  77 STREET,11370,0,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,0,8/29/2017,9,2017,9/18/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS VALVES FOR WATER HEATER AND GAS STOVE IN APT# 1A, NO  TESTING AND NO DOB CERTIFICATIONS. NO ACCESS TO OTHER APARTMENTS",,35251813L
4307274,4704339,1L,GAS UTILITY REFERRAL,D,4,Queens,19-62,  77 STREET,11370,0,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,0,8/29/2017,9,2017,9/18/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS VALVES FOR WATER HEATER AND GAS STOVE IN APT# 1A, NO  TESTING AND NO DOB CERTIFICATIONS. NO ACCESS TO OTHER APARTMENTS",,35251814N
4312659,4681306,1L,GAS UTILITY REFERRAL,D,4,Queens,131-12,ROCKAWAY BOULEVARD,11420,0,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,0,2/7/2017,2,2017,2/17/2017 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,NO ACCESS. FRONT BUILDING GATE ROLL DOWN.,,
4312659,4681306,1L,GAS UTILITY REFERRAL,D,4,Queens,131-12,ROCKAWAY BOULEVARD,11420,0,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,0,2/7/2017,2,2017,2/28/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ACCESS, GATES ROLLED DOWN. FINAL ATTEMPT.",,
4314918,4713611,1L,GAS UTILITY REFERRAL,D,4,Queens,91-16, 168 STREET,11432,2,FUNERAL HOME,K7,2,11/14/2017,11,2017,11/14/2017 0:00,2720,H1,PLEASE SEE COMPLAINT NUMBER,0,SUMMONS PREVIOUSLY ISSUED PLEASE SEE COMPLAINT # 4713072. GAS IS NOW TURNED OFF.,,
4315133,4663365,1L,GAS UTILITY REFERRAL,D,4,Queens,8-Feb,BEACH  102 STREET,11694,0,WALK-UP APTS:3 FAMILIES,C0,0,8/17/2016,8,2016,8/19/2016 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATION SERVED FOR WORK WITHOUT PERMIT ON GAS LINE,,35182109L
4315133,4663365,1L,GAS UTILITY REFERRAL,D,4,Queens,8-Feb,BEACH  102 STREET,11694,0,WALK-UP APTS:3 FAMILIES,C0,0,8/17/2016,8,2016,8/19/2016 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATION SERVED FOR WORK WITHOUT PERMIT ON GAS LINE,,35182110Z
4430208,4711970,1L,GAS UTILITY REFERRAL,D,4,Queens,35-33,  86 STREET,11372,0,WALK-UP APTS:5 TO 6 FAMILIES,C2,0,10/30/2017,11,2017,11/3/2017 0:00,2679,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY FEMALE. LS4 POSTED,,
4430208,4711970,1L,GAS UTILITY REFERRAL,D,4,Queens,35-33,  86 STREET,11372,0,WALK-UP APTS:5 TO 6 FAMILIES,C2,0,10/30/2017,11,2017,11/18/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELL, NO ANSWER. FINAL ATTEMPT.",,
4430229,4684258,1L,GAS UTILITY REFERRAL,D,4,Queens,32-24, 107 STREET,11369,0,WALK-UP APTS:3 FAMILIES,C0,0,3/8/2017,3,2017,3/13/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELLS, NO ANSWER. NOTICE LEFT, 1ST ATTEMPT.",,
4430229,4684258,1L,GAS UTILITY REFERRAL,D,4,Queens,32-24, 107 STREET,11369,0,WALK-UP APTS:3 FAMILIES,C0,0,3/8/2017,3,2017,3/15/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELLS KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,
4430605,4666266,1L,GAS UTILITY REFERRAL,D,4,Queens,31-Oct,  48 AVENUE,11101,2,WALK-UP APTS:3 FAMILIES,C0,2,9/9/2016,9,2016,9/13/2016 0:00,2699,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,AS PER PERMIT # 420928919,,
4430623,4685252,1L,GAS UTILITY REFERRAL,D,4,Queens,39-65,  51 STREET,11377,0,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,0,3/20/2017,3,2017,3/24/2017 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELL TO APT 1G, NO ANSWER. NOTICE LEFT, 1ST ATTEMPT.",,
4430623,4685252,1L,GAS UTILITY REFERRAL,D,4,Queens,39-65,  51 STREET,11377,0,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,0,3/20/2017,3,2017,3/27/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELL TO APT 1G, NO ANSWER. FINAL ATTEMPT.",,
4430623,4685252,1L,GAS UTILITY REFERRAL,D,4,Queens,39-65,  51 STREET,11377,0,ELEVATOR APTS:CO-OP(OTHER THAN CONDOS),D4,0,3/20/2017,3,2017,3/28/2017 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2,NO WORK ON G GAS LINE OBSERVED AT TIME OF INSPECTION. G LINE LOCKED BY UTILITY   COMPANY BEFORE MY INSPECTION,,
4431233,4720714,1L,GAS UTILITY REFERRAL,D,4,Queens,24-52,  86 STREET,11369,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,1/26/2018,1,2018,1/30/2018 0:00,2720,C3,ACCESS DENIED - 1ST ATTEMPT,0,"ACCESS DENIED BY MALE. NOTICE LEFT, 1ST ATTEMPT.",,
4431233,4720714,1L,GAS UTILITY REFERRAL,D,4,Queens,24-52,  86 STREET,11369,0,"2 FAMILY DWELLINGS:MISC(CITY TYPE,OLD,ETC.)",B9,0,1/26/2018,2,2018,2/9/2018 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELL KNOCKED ON DOOR, NO ANSWER. FINAL ATTEMPT.",,
